screenshot_title,activity,hearts,light_lvl,in_hand_item,target_mob,decision_activity,decision_hearts,decision_light,decision_mob
archering (1752).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (1758).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (1761).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (1766).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (1774).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1786).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1800).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1803).png,archery,13,high,bow,no_mob,give_resistance,give_regeneration_2,,
archering (1804).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1818).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1848).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1855).png,archery,20,high,crossbow,no_mob,give_resistance,,,
archering (1858).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1862).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1868).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1874).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1886).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1894).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1912).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1922).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1934).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1938).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1952).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1958).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1968).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1984).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1986).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1988).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1989).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1990).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (1992).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (2003).png,archery,4,high,bow,other,give_resistance,give_regeneration_4,,
archering (2007).png,archery,20,high,bow,other,give_resistance,,,
archering (2013).png,archery,20,high,bow,other,give_resistance,,,
archering (2017).png,archery,20,high,bow,other,give_resistance,,,
archering (2018).png,archery,20,high,bow,other,give_resistance,,,
archering (2021).png,archery,20,high,bow,other,give_resistance,,,
archering (2031).png,archery,20,high,bow,other,give_resistance,,,
archering (2032).png,archery,20,high,bow,other,give_resistance,,,
archering (2048).png,archery,20,high,bow,other,give_resistance,,,
archering (2050).png,archery,20,high,bow,other,give_resistance,,,
archering (2059).png,archery,20,high,bow,other,give_resistance,,,
archering (2060).png,archery,20,high,bow,other,give_resistance,,,
archering (2063).png,archery,20,high,bow,other,give_resistance,,,
archering (2067).png,archery,20,high,bow,other,give_resistance,,,
archering (2068).png,archery,20,high,bow,other,give_resistance,,,
archering (2069).png,archery,20,high,bow,other,give_resistance,,,
archering (2080).png,archery,20,high,bow,other,give_resistance,,,
archering (2083).png,archery,20,high,bow,other,give_resistance,,,
archering (2084).png,archery,20,high,bow,other,give_resistance,,,
archering (2092).png,archery,20,high,bow,other,give_resistance,,,
archering (2094).png,archery,20,high,bow,other,give_resistance,,,
archering (2100).png,archery,20,high,bow,other,give_resistance,,,
archering (2103).png,archery,20,high,bow,other,give_resistance,,,
archering (2116).png,archery,20,high,bow,other,give_resistance,,,
archering (2117).png,archery,20,high,bow,other,give_resistance,,,
archering (2118).png,archery,20,high,bow,other,give_resistance,,,
archering (2121).png,archery,20,high,bow,other,give_resistance,,,
archering (2125).png,archery,20,high,bow,other,give_resistance,,,
archering (2139).png,archery,20,high,bow,other,give_resistance,,,
archering (2140).png,archery,20,high,bow,other,give_resistance,,,
archering (2144).png,archery,20,high,bow,other,give_resistance,,,
archering (2149).png,archery,20,high,bow,other,give_resistance,,,
archering (2151).png,archery,20,high,bow,other,give_resistance,,,
archering (2152).png,archery,20,high,bow,other,give_resistance,,,
archering (2153).png,archery,20,high,bow,other,give_resistance,,,
archering (2158).png,archery,20,high,bow,other,give_resistance,,,
archering (2164).png,archery,20,high,bow,no_mob,give_resistance,,,
archering (2166).png,archery,20,high,bow,no_mob,give_resistance,,,
archering (2169).png,archery,20,high,bow,no_mob,give_resistance,,,
archering (2172).png,archery,20,high,bow,no_mob,give_resistance,,,
archering (2173).png,archery,20,high,bow,no_mob,give_resistance,,,
archering (2178).png,archery,20,high,bow,no_mob,give_resistance,,,
archering (2181).png,archery,20,high,bow,no_mob,give_resistance,,,
archering (2185).png,archery,20,high,bow,no_mob,give_resistance,,,
archering (2187).png,archery,20,high,bow,no_mob,give_resistance,,,
archering (2198).png,archery,20,high,bow,other,give_resistance,,,
archering (2199).png,archery,20,high,bow,other,give_resistance,,,
archering (2200).png,archery,20,high,bow,other,give_resistance,,,
archering (2206).png,archery,20,high,bow,other,give_resistance,,,
archering (2213).png,archery,20,high,bow,other,give_resistance,,,
archering (2214).png,archery,20,high,bow,other,give_resistance,,,
archering (2215).png,archery,20,high,bow,other,give_resistance,,,
archering (2216).png,archery,20,high,bow,other,give_resistance,,,
archering (2222).png,archery,20,high,bow,other,give_resistance,,,
archering (2223).png,archery,20,high,bow,other,give_resistance,,,
archering (2231).png,archery,20,high,bow,other,give_resistance,,,
archering (2237).png,archery,20,high,bow,other,give_resistance,,,
archering (2238).png,archery,20,high,bow,other,give_resistance,,,
archering (2240).png,archery,20,high,bow,other,give_resistance,,,
archering (2243).png,archery,20,high,bow,other,give_resistance,,,
archering (2244).png,archery,20,high,bow,other,give_resistance,,,
archering (2245).png,archery,20,high,bow,other,give_resistance,,,
archering (2247).png,archery,20,high,bow,other,give_resistance,,,
archering (2252).png,archery,20,high,bow,other,give_resistance,,,
archering (2264).png,archery,20,high,bow,other,give_resistance,,,
archering (2269).png,archery,20,high,bow,other,give_resistance,,,
archering (2270).png,archery,20,high,bow,other,give_resistance,,,
archering (2273).png,archery,20,high,bow,other,give_resistance,,,
archering (2279).png,archery,20,high,bow,other,give_resistance,,,
archering (2281).png,archery,20,high,bow,other,give_resistance,,,
archering (2283).png,archery,20,high,bow,other,give_resistance,,,
archering (2286).png,archery,20,high,bow,other,give_resistance,,,
archering (2287).png,archery,20,high,bow,other,give_resistance,,,
archering (2292).png,archery,20,high,bow,other,give_resistance,,,
archering (2293).png,archery,20,high,bow,other,give_resistance,,,
archering (2294).png,archery,20,high,bow,other,give_resistance,,,
archering (2296).png,archery,20,high,bow,other,give_resistance,,,
archering (2297).png,archery,20,high,bow,other,give_resistance,,,
archering (2300).png,archery,20,high,bow,other,give_resistance,,,
archering (2306).png,archery,17,high,bow,other,give_resistance,give_regeneration_1,,
archering (2307).png,archery,17,high,bow,other,give_resistance,give_regeneration_1,,
archering (2314).png,archery,17,high,bow,other,give_resistance,give_regeneration_1,,
archering (2316).png,archery,18,high,bow,other,give_resistance,give_regeneration_1,,
archering (2318).png,archery,18,high,bow,other,give_resistance,give_regeneration_1,,
archering (2321).png,archery,18,high,bow,other,give_resistance,give_regeneration_1,,
archering (2325).png,archery,18,high,bow,other,give_resistance,give_regeneration_1,,
archering (2326).png,archery,18,high,bow,other,give_resistance,give_regeneration_1,,
archering (2333).png,archery,18,high,bow,other,give_resistance,give_regeneration_1,,
archering (2336).png,archery,18,high,bow,other,give_resistance,give_regeneration_1,,
archering (2348).png,archery,18,high,bow,other,give_resistance,give_regeneration_1,,
archering (2349).png,archery,18,high,bow,other,give_resistance,give_regeneration_1,,
archering (235).png,archery,6,high,bow,spider,give_resistance,give_regeneration_3,,take_sword
archering (2350).png,archery,18,high,bow,other,give_resistance,give_regeneration_1,,
archering (2353).png,archery,18,high,bow,other,give_resistance,give_regeneration_1,,
archering (2391).png,archery,4,low,bow,ender,give_resistance,give_regeneration_4,place_light_source,take_sword
archering (2420).png,archery,4,low,bow,no_mob,give_resistance,give_regeneration_4,place_light_source,
archering (2422).png,archery,4,low,bow,no_mob,give_resistance,give_regeneration_4,place_light_source,
archering (2429).png,archery,4,low,bow,no_mob,give_resistance,give_regeneration_4,place_light_source,
archering (2434).png,archery,4,low,bow,no_mob,give_resistance,give_regeneration_4,place_light_source,
archering (2452).png,archery,4,low,bow,no_mob,give_resistance,give_regeneration_4,place_light_source,
archering (2508).png,archery,13,low,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2511).png,archery,13,low,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2514).png,archery,13,low,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2516).png,archery,13,low,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2523).png,archery,13,low,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2525).png,archery,13,low,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2526).png,archery,13,low,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2530).png,archery,13,low,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2532).png,archery,11,low,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2536).png,archery,11,low,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2539).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2540).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2541).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2543).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2554).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2556).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2558).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2561).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2563).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2568).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2569).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2579).png,archery,6,mid,bow,no_mob,give_resistance,give_regeneration_3,place_light_source,
archering (2581).png,archery,6,mid,bow,spider,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2586).png,archery,6,mid,bow,spider,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2589).png,archery,6,mid,bow,spider,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2641).png,archery,6,mid,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2644).png,archery,6,mid,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2645).png,archery,6,mid,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2648).png,archery,6,mid,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2662).png,archery,6,mid,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2663).png,archery,6,mid,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2667).png,archery,6,mid,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2671).png,archery,6,mid,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2674).png,archery,6,mid,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2684).png,archery,6,mid,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2686).png,archery,6,mid,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2691).png,archery,6,mid,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2693).png,archery,6,mid,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2717).png,archery,6,high,bow,no_mob,give_resistance,give_regeneration_3,,
archering (2718).png,archery,6,high,bow,no_mob,give_resistance,give_regeneration_3,,
archering (273).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (277).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2837).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2840).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2844).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2846).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2847).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2851).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2852).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2856).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2858).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2859).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2860).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2864).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2868).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (287).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2871).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2872).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2881).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2887).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2888).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2891).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2892).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2898).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2902).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2908).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2911).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2912).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2917).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2921).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (293).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2950).png,archery,20,mid,bow,no_mob,give_resistance,,place_light_source,
archering (3008).png,archery,20,mid,bow,no_mob,give_resistance,,place_light_source,
archering (301).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (3029).png,archery,15,mid,bow,no_mob,give_resistance,give_regeneration_1,place_light_source,
archering (3031).png,archery,20,mid,bow,no_mob,give_resistance,,place_light_source,
archering (3036).png,archery,20,mid,bow,other,give_resistance,,place_light_source,
archering (3040).png,archery,20,mid,bow,other,give_resistance,,place_light_source,
archering (3043).png,archery,20,mid,bow,other,give_resistance,,place_light_source,
archering (3048).png,archery,20,mid,bow,other,give_resistance,,place_light_source,
archering (309).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (315).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (321).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (329).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (337).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (383).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (385).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (389).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (393).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (9).png,archery,20,high,bow,no_mob,give_resistance,,,
building (1).png,building,19,high,block,no_mob,give_resistance,give_regeneration_1,,
building (104).png,building,13,high,block,no_mob,give_resistance,give_regeneration_2,,
building (106).png,building,13,high,block,no_mob,give_resistance,give_regeneration_2,,
building (107).png,building,13,high,block,no_mob,give_resistance,give_regeneration_2,,
building (108).png,building,13,high,block,no_mob,give_resistance,give_regeneration_2,,
building (116).png,building,11,high,block,no_mob,give_resistance,give_regeneration_2,,
building (117).png,building,11,high,block,no_mob,give_resistance,give_regeneration_2,,
building (119).png,building,9,high,block,no_mob,give_resistance,give_regeneration_3,,
building (121).png,building,9,high,block,no_mob,give_resistance,give_regeneration_3,,
building (134).png,building,12,high,block,no_mob,give_resistance,give_regeneration_2,,
building (135).png,building,19,high,miscellaneous,no_mob,give_resistance,give_regeneration_1,,
building (137).png,building,20,high,no_item,no_mob,give_resistance,,,
building (138).png,building,16,high,block,no_mob,give_resistance,give_regeneration_1,,
building (139).png,building,16,high,block,no_mob,give_resistance,give_regeneration_1,,
building (144).png,building,20,mid,block,no_mob,give_resistance,,place_light_source,
building (148).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (149).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (151).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (152).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (153).png,building,20,low,miscellaneous,no_mob,give_jump_boost,,place_light_source,
building (179).png,building,12,low,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,place_light_source,
building (190).png,building,20,mid,miscellaneous,no_mob,give_jump_boost,,place_light_source,
building (20).png,building,20,high,block,no_mob,give_jump_boost,,,
building (208).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (213).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (221).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (223).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (227).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (229).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (231).png,building,14,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,,
building (233).png,building,14,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,,
building (236).png,building,14,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,,
building (238).png,building,14,high,no_item,no_mob,give_jump_boost,give_regeneration_2,,
building (240).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (242).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (245).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (250).png,building,14,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,,
building (254).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (266).png,walking,20,high,pickaxe,no_mob,give_speed,,,
building (269).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (27).png,building,18,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (270).png,building,18,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,,
building (279).png,building,18,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (286).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (290).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (302).png,building,20,high,block,no_mob,give_jump_boost,,,
building (305).png,building,20,high,block,no_mob,give_jump_boost,,,
building (308).png,building,20,high,block,no_mob,give_jump_boost,,,
building (311).png,building,20,high,block,no_mob,give_jump_boost,,,
building (314).png,building,20,high,block,no_mob,give_jump_boost,,,
building (315).png,building,20,high,block,no_mob,give_jump_boost,,,
building (319).png,building,20,high,block,no_mob,give_jump_boost,,,
building (320).png,building,20,high,block,no_mob,give_jump_boost,,,
building (324).png,building,20,high,block,no_mob,give_jump_boost,,,
building (332).png,building,20,high,block,no_mob,give_jump_boost,,,
building (340).png,building,20,high,block,no_mob,give_jump_boost,,,
building (341).png,building,20,high,block,no_mob,give_jump_boost,,,
building (344).png,building,20,high,block,no_mob,give_jump_boost,,,
building (346).png,building,12,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (353).png,walking,20,high,no_item,no_mob,give_speed,,,
building (354).png,walking,20,high,no_item,no_mob,give_speed,,,
building (358).png,building,19,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (36).png,building,16,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (360).png,building,19,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (363).png,building,19,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (370).png,building,20,high,block,no_mob,give_jump_boost,,,
building (375).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (385).png,building,20,high,no_item,no_mob,give_jump_boost,,,
building (389).png,building,20,high,block,no_mob,give_jump_boost,,,
building (391).png,building,20,high,block,no_mob,give_jump_boost,,,
building (392).png,building,20,high,block,no_mob,give_jump_boost,,,
building (394).png,building,20,high,block,no_mob,give_jump_boost,,,
building (395).png,building,20,high,block,no_mob,give_jump_boost,,,
building (402).png,building,20,high,block,no_mob,give_jump_boost,,,
building (410).png,building,20,high,block,no_mob,give_jump_boost,,,
building (411).png,building,20,high,block,no_mob,give_jump_boost,,,
building (413).png,building,20,high,axe,no_mob,give_jump_boost,,,
building (414).png,building,20,high,block,no_mob,give_jump_boost,,,
building (418).png,building,20,high,block,no_mob,give_jump_boost,,,
building (427).png,building,20,mid,miscellaneous,no_mob,give_jump_boost,,place_light_source,
building (429).png,building,20,mid,miscellaneous,no_mob,give_jump_boost,,place_light_source,
building (43).png,building,20,high,block,no_mob,give_jump_boost,,,
building (431).png,building,19,mid,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,place_light_source,
building (434).png,building,20,mid,no_item,no_mob,give_jump_boost,,place_light_source,
building (440).png,building,20,high,no_item,no_mob,give_jump_boost,,,
building (441).png,building,20,high,no_item,no_mob,give_jump_boost,,,
building (444).png,building,20,high,no_item,no_mob,give_jump_boost,,,
building (447).png,building,20,high,block,no_mob,give_jump_boost,,,
building (448).png,building,20,high,block,no_mob,give_jump_boost,,,
building (45).png,building,20,high,block,no_mob,give_jump_boost,,,
building (453).png,building,20,high,block,no_mob,give_jump_boost,,,
building (456).png,building,20,high,block,no_mob,give_jump_boost,,,
building (458).png,building,20,high,block,no_mob,give_jump_boost,,,
building (46).png,building,20,high,block,no_mob,give_jump_boost,,,
building (466).png,building,20,high,block,no_mob,give_jump_boost,,,
building (469).png,building,20,high,block,no_mob,give_jump_boost,,,
building (475).png,building,20,high,block,no_mob,give_jump_boost,,,
building (476).png,building,20,high,block,no_mob,give_jump_boost,,,
building (48).png,building,20,high,block,no_mob,give_jump_boost,,,
building (486).png,building,20,mid,axe,no_mob,give_jump_boost,,place_light_source,
building (49).png,building,20,high,block,no_mob,give_jump_boost,,,
building (50).png,building,20,high,block,no_mob,give_jump_boost,,,
building (52).png,building,20,high,block,no_mob,give_jump_boost,,,
building (54).png,building,20,high,block,no_mob,give_jump_boost,,,
building (57).png,building,20,high,block,no_mob,give_jump_boost,,,
building (60).png,building,20,high,block,no_mob,give_jump_boost,,,
building (63).png,building,20,high,block,no_mob,give_jump_boost,,,
building (66).png,building,20,high,block,no_mob,give_jump_boost,,,
building (69).png,building,20,high,block,no_mob,give_jump_boost,,,
building (76).png,building,20,high,block,no_mob,give_jump_boost,,,
building (79).png,building,20,high,block,no_mob,give_jump_boost,,,
building (8).png,building,16,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (81).png,building,20,high,block,no_mob,give_jump_boost,,,
building (82).png,building,20,high,block,no_mob,give_jump_boost,,,
building (84).png,building,20,high,block,no_mob,give_jump_boost,,,
building (86).png,building,20,high,block,no_mob,give_jump_boost,,,
building (87).png,building,20,high,block,no_mob,give_jump_boost,,,
building (88).png,building,20,high,block,no_mob,give_jump_boost,,,
building (9).png,building,16,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (91).png,building,20,high,block,no_mob,give_jump_boost,,,
building (94).png,building,9,high,block,no_mob,give_jump_boost,give_regeneration_3,,
building (96).png,building,10,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (99).png,building,13,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,,
fighting (1034).jpg,fighting,20,mid,sword,zombie,give_strength,,place_light_source,
fighting (1063).jpg,fighting,20,mid,sword,no_mob,give_strength,,place_light_source,
fighting (1362).jpg,fighting,20,mid,block,other,give_strength,,place_light_source,
fighting (1363).jpg,fighting,20,mid,block,other,give_strength,,place_light_source,
fighting (1370).jpg,fighting,20,mid,block,other,give_strength,,place_light_source,
fighting (1440).jpg,fighting,20,mid,axe,other,give_strength,,place_light_source,
fighting (1442).jpg,fighting,20,mid,axe,other,give_strength,,place_light_source,
fighting (1445).jpg,fighting,20,mid,axe,other,give_strength,,place_light_source,
fighting (1448).jpg,fighting,20,mid,axe,other,give_strength,,place_light_source,
fighting (1452).jpg,fighting,20,mid,axe,other,give_strength,,place_light_source,
fighting (1455).jpg,fighting,20,mid,axe,other,give_strength,,place_light_source,
fighting (158).jpg,fighting,20,mid,sword,other,give_strength,,place_light_source,
fighting (1583).jpg,fighting,20,low,sword,no_mob,give_strength,,place_light_source,
